# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:15:36 2024
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
#
loc_rowid,kepid,koi_disposition,koi_period,koi_duration,koi_depth,koi_ror,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass
173,6526710,CANDIDATE,39.748930770,7.30510,1.5179e+04,0.134949,14.21,0.2311,88.30,552.0,21.87,6122.00,0.9640,1.0410
174,6587280,CONFIRMED,5.715425977,2.52420,9.0810e+02,0.027348,2.47,0.0611,88.81,850.0,123.03,5237.00,0.8260,0.9270
175,9471974,CONFIRMED,49.183941850,11.33640,1.6462e+03,0.036501,8.20,0.2829,89.94,669.0,47.40,5626.00,2.0570,1.2470
176,6587280,CONFIRMED,20.026141200,1.61100,4.2120e+02,0.025305,2.28,0.1409,88.43,559.0,23.14,5237.00,0.8260,0.9270
177,6599919,CANDIDATE,13.610148190,2.59400,5.7329e+03,0.192842,19.02,0.1061,86.94,733.0,68.29,5697.00,0.9030,0.8570
178,6675056,FALSE POSITIVE,10.443319910,2.74300,1.1598e+03,0.030416,2.66,0.0857,89.55,667.0,46.94,4947.00,0.8020,0.7690
179,6685526,CONFIRMED,2.237489571,1.81190,3.1580e+02,0.015942,1.41,0.0325,89.23,1160.0,427.17,5265.00,0.8100,0.9100
180,6756669,FALSE POSITIVE,5.851520671,3.11058,3.3004e+04,0.166109,14.62,0.0591,89.27,901.0,155.89,5532.00,0.8060,0.8040
181,6784235,CONFIRMED,3.167893418,2.18140,7.8120e+02,0.025513,2.62,0.0426,89.87,1221.0,526.23,5895.00,0.9400,1.0260
182,6849310,CONFIRMED,4.311780262,2.72510,1.1540e+03,0.030716,3.11,0.0511,89.08,1038.0,274.84,5527.00,0.9270,0.9560
183,6849310,CONFIRMED,20.050449400,4.55600,8.4090e+02,0.026569,2.69,0.1423,89.31,622.0,35.44,5527.00,0.9270,0.9560
184,6849310,CONFIRMED,9.767345030,1.65850,5.6910e+02,0.026407,2.67,0.0881,87.68,791.0,92.46,5527.00,0.9270,0.9560
185,6862328,CANDIDATE,119.020704400,8.14050,7.4305e+03,0.077431,8.98,0.4582,89.96,366.0,4.25,5453.00,1.0620,0.9040
186,9471974,CONFIRMED,190.320046800,15.28400,1.1417e+03,0.034654,7.78,0.6972,89.24,426.0,7.80,5626.00,2.0570,1.2470
187,6862603,FALSE POSITIVE,2.861159894,1.88320,1.0143e+03,0.039171,4.37,0.0406,77.84,1355.0,797.10,6126.00,1.0210,1.0900
188,7366258,CONFIRMED,26.444393370,3.97830,1.8435e+03,0.038511,3.91,0.1687,89.97,562.0,23.54,5427.00,0.9290,0.9150
189,7366258,CONFIRMED,51.539979720,6.39940,3.6443e+03,0.054350,5.51,0.2632,89.84,450.0,9.67,5427.00,0.9290,0.9150
190,7366258,CONFIRMED,5.902245782,2.90030,7.0230e+02,0.023909,2.43,0.0621,89.23,926.0,173.74,5427.00,0.9290,0.9150
191,7366258,CONFIRMED,2.382951591,1.88760,3.9160e+02,0.018369,1.86,0.0339,86.85,1253.0,583.01,5427.00,0.9290,0.9150
192,7373451,CONFIRMED,21.022506080,4.10720,1.7725e+03,0.037466,3.07,0.1378,89.95,521.0,17.48,5067.00,0.7500,0.7890
193,6948054,CONFIRMED,3.219814777,2.06420,4.8820e+02,0.019702,1.69,0.0400,89.72,998.0,234.93,5103.00,0.7870,0.8230
194,6949607,CONFIRMED,5.912273234,2.32540,9.6140e+02,0.027826,1.73,0.0537,89.51,585.0,27.72,4072.00,0.5700,0.5860
195,6949607,CONFIRMED,8.985819010,2.86060,8.8130e+02,0.026527,1.65,0.0709,89.98,509.0,15.90,4072.00,0.5700,0.5860
196,7031517,CANDIDATE,12.940668656,2.48450,4.2450e+04,0.259639,22.94,0.1039,88.54,723.0,64.64,5875.00,0.8090,0.8950
197,11869052,FALSE POSITIVE,20.545237500,2.51700,2.1850e+02,0.017424,2.41,0.1437,87.60,742.0,71.57,5670.00,1.2640,0.9370
198,7109675,CONFIRMED,33.601233710,4.40560,7.4259e+03,0.083298,8.46,0.1956,89.23,495.0,14.22,5149.00,0.9300,0.8820
199,7109675,CONFIRMED,6.766529280,2.90040,4.5070e+02,0.019382,1.97,0.0672,88.51,845.0,120.48,5149.00,0.9300,0.8820
200,7118364,CONFIRMED,4.347288783,2.10240,4.5160e+02,0.019273,2.36,0.0524,89.91,1174.0,449.79,5754.00,1.1220,1.0140
201,7134976,CONFIRMED,4.601811819,2.26070,7.5590e+02,0.025790,2.35,0.0501,87.56,896.0,152.91,4986.00,0.8330,0.7930
202,7134976,CONFIRMED,11.187199050,3.25200,3.5360e+02,0.017042,1.55,0.0907,89.10,667.0,46.65,4986.00,0.8330,0.7930
203,7135852,CONFIRMED,4.220965778,3.08540,2.2600e+03,0.046401,2.62,0.0418,85.03,595.0,29.68,3837.00,0.5170,0.5440
204,7270230,FALSE POSITIVE,6.998099523,2.04880,2.0285e+04,6.502574,588.66,0.0698,79.00,853.0,125.22,5612.00,0.8290,0.9260
205,7287995,CONFIRMED,5.954899930,2.38920,1.4107e+03,0.033728,2.33,0.0554,89.00,635.0,38.52,4261.00,0.6330,0.6400
206,7287995,CONFIRMED,12.039874880,2.73630,1.2506e+03,0.031605,2.18,0.0886,89.51,502.0,15.06,4261.00,0.6330,0.6400
207,7287995,CONFIRMED,20.837628950,2.37340,4.3900e+02,0.020532,1.42,0.1278,89.18,418.0,7.24,4261.00,0.6330,0.6400
208,3247396,FALSE POSITIVE,8.811102200,5.06830,4.0110e+02,0.242511,63.66,0.0919,67.15,1399.0,904.92,6200.00,2.4040,1.3330
209,7303253,CONFIRMED,23.589171430,5.07300,1.2007e+03,0.040151,3.16,0.1429,86.86,487.0,13.34,4919.00,0.7210,0.6970
210,5094751,CONFIRMED,6.481633073,3.78400,2.9850e+02,0.017836,2.54,0.0683,83.80,1145.0,406.25,5945.00,1.3020,1.0090
211,7678434,CONFIRMED,10.371689280,3.03500,1.2549e+03,0.033023,3.20,0.0873,88.66,720.0,63.68,5121.00,0.8880,0.8220
212,7678434,CONFIRMED,3.969962980,1.17570,2.9920e+02,0.018305,1.78,0.0460,86.81,992.0,229.37,5121.00,0.8880,0.8220
213,7685981,CONFIRMED,4.408413310,5.01200,5.4940e+02,0.025379,2.66,0.0520,74.90,1139.0,398.00,6007.00,0.9610,0.9680
214,7708215,FALSE POSITIVE,7.942617600,6.70300,1.5907e+03,0.046289,4.68,0.0789,77.16,878.0,140.57,5811.00,0.9260,1.0360
215,7373451,CONFIRMED,226.890477500,7.55800,3.1364e+03,0.055361,4.53,0.6732,89.76,236.0,0.73,5067.00,0.7500,0.7890
216,7377033,FALSE POSITIVE,1.956811408,2.19580,2.4905e+04,0.327759,21.58,0.0259,78.08,1109.0,357.16,5209.00,0.6030,0.6020
217,7380537,CANDIDATE,2.688899233,2.11275,3.7492e+04,0.172543,12.04,0.0335,90.00,929.0,175.76,4820.00,0.6390,0.6990
218,7434875,CONFIRMED,9.439459486,2.89790,3.0361e+03,0.048953,4.16,0.0837,89.89,686.0,52.32,5097.00,0.7790,0.8910
219,8349582,CONFIRMED,11.523067458,3.87570,5.0730e+02,0.020288,3.13,0.1017,90.00,927.0,174.81,5644.00,1.4110,1.0530
220,7434875,CONFIRMED,20.477488430,2.83640,1.3824e+03,0.034376,2.92,0.1402,89.43,530.0,18.65,5097.00,0.7790,0.8910
221,7434875,CONFIRMED,3.336123113,1.96160,5.1630e+02,0.020396,1.74,0.0418,88.88,970.0,209.79,5097.00,0.7790,0.8910
222,7455287,CONFIRMED,8.010784560,2.31200,1.3336e+03,0.033470,1.72,0.0616,89.59,453.0,9.90,3713.00,0.4700,0.4840
223,7455287,CONFIRMED,12.071342050,4.32240,7.5920e+02,0.025158,1.29,0.0809,89.96,395.0,5.74,3713.00,0.4700,0.4840
224,7455287,CONFIRMED,20.995878720,2.63330,7.6730e+02,0.025412,1.30,0.1170,89.79,328.0,2.74,3713.00,0.4700,0.4840
225,7458762,CONFIRMED,7.411131770,2.52420,6.2050e+02,0.024438,2.45,0.0748,87.54,905.0,158.11,5849.00,0.9190,1.0140
226,7552344,FALSE POSITIVE,1.000747038,0.99670,1.8235e+03,0.047993,4.14,0.0175,77.28,1620.0,1635.20,5472.00,0.7900,0.7180
227,757450,CONFIRMED,8.884922995,2.07004,1.6053e+04,0.114124,10.51,0.0786,89.89,770.0,83.21,5332.00,0.8430,0.8210
228,7585481,CONFIRMED,8.098889060,4.20241,6.9111e+03,0.076211,8.95,0.0832,89.93,986.0,223.19,6214.00,1.0760,1.1690
229,7663691,CONFIRMED,10.006530120,5.34400,9.3610e+02,0.032174,3.52,0.0933,83.94,876.0,139.21,6063.00,1.0010,1.0790
230,5812701,CONFIRMED,17.855221681,7.41287,9.0652e+03,0.088150,13.16,0.1491,89.79,911.0,163.04,6823.00,1.3670,1.3860
231,8013419,CANDIDATE,12.732624065,2.20830,6.4657e+03,0.082519,4.87,0.0881,88.53,432.0,8.22,3950.00,0.5410,0.5630
232,8018547,CANDIDATE,83.924940320,6.79040,7.9587e+03,0.086015,4.78,0.3031,89.54,226.0,0.62,3960.00,0.5090,0.5260
233,8039892,CONFIRMED,5.007316661,4.23620,6.9323e+03,0.077106,6.96,0.0556,87.87,998.0,234.28,5865.00,0.8270,0.9140
234,8150320,CONFIRMED,2.211116989,1.64850,7.2420e+02,0.026289,1.85,0.0294,84.94,931.0,177.19,4500.00,0.6460,0.7100
235,8150320,CONFIRMED,27.954133700,3.95000,9.4250e+02,0.026973,1.90,0.1593,89.94,400.0,6.04,4500.00,0.6460,0.7100
236,11086270,CONFIRMED,12.691043870,3.77270,2.5210e+02,0.014487,2.57,0.1072,89.98,1008.0,244.30,5869.00,1.6260,1.0190
237,7767559,FALSE POSITIVE,4.409409243,3.86360,1.2861e+04,0.102870,10.95,0.0491,89.83,1101.0,347.06,5600.00,0.9750,0.8110
238,7825899,CONFIRMED,16.239470960,4.03740,2.5907e+03,0.045252,4.14,0.1229,89.92,598.0,30.14,5191.00,0.8370,0.9370
239,7825899,CONFIRMED,6.308201629,2.97850,1.3285e+03,0.032418,2.96,0.0654,89.90,819.0,106.44,5191.00,0.8370,0.9370
240,7849854,CONFIRMED,2.052349884,2.07780,1.4281e+04,0.111230,13.12,0.0322,86.76,1497.0,1183.18,5855.00,1.0800,1.0490
241,7870390,CONFIRMED,9.770448600,2.45170,1.8978e+03,0.040133,2.23,0.0714,89.84,460.0,10.59,3906.00,0.5090,0.5080
242,7870390,CONFIRMED,5.169804269,2.15300,1.0374e+03,0.029936,1.66,0.0467,88.87,569.0,24.75,3906.00,0.5090,0.5080
243,5094751,CONFIRMED,21.222611950,6.50930,3.6600e+02,0.017460,2.48,0.1506,89.96,771.0,83.56,5945.00,1.3020,1.0090
244,7870390,CONFIRMED,20.090170370,4.15400,1.4321e+03,0.040437,2.25,0.1154,87.49,362.0,4.05,3906.00,0.5090,0.5080
245,7907423,CONFIRMED,7.113732570,2.17640,8.0760e+02,0.025862,1.16,0.0551,89.21,429.0,8.01,3561.00,0.4110,0.4400
246,7907423,CONFIRMED,3.306551643,1.81770,5.0920e+02,0.020275,0.91,0.0331,90.00,554.0,22.19,3561.00,0.4110,0.4400
247,7907423,CONFIRMED,15.368457370,2.47140,7.5610e+02,0.024710,1.11,0.0922,89.86,332.0,2.86,3561.00,0.4110,0.4400
248,7938496,CONFIRMED,13.810203180,3.04800,1.3097e+03,0.036595,4.56,0.1131,88.04,833.0,113.75,5942.00,1.1420,1.0090
249,8490993,CONFIRMED,4.093578461,2.58330,5.3860e+02,0.026123,2.85,0.0514,79.95,1182.0,461.07,6077.00,0.9990,1.0770
250,8490993,CONFIRMED,105.145959000,8.59300,6.8540e+02,0.031397,3.43,0.4471,88.39,401.0,6.09,6077.00,0.9990,1.0770
251,8505670,CONFIRMED,10.848451800,2.99930,1.6756e+03,0.036303,2.34,0.0815,89.57,499.0,14.66,4201.00,0.5910,0.6090
252,8505670,CONFIRMED,6.668332410,1.91500,3.6230e+02,0.018246,1.18,0.0589,88.24,587.0,28.06,4201.00,0.5910,0.6090
253,8544996,CONFIRMED,4.082274889,3.23015,1.7859e+04,0.121652,10.55,0.0479,89.51,1016.0,251.48,5655.00,0.7940,0.8860
254,8552202,CANDIDATE,3.886655224,3.16460,5.8160e+02,0.023262,1.87,0.0451,85.02,1010.0,246.29,5662.00,0.7380,0.8130
255,8150320,CONFIRMED,42.140608900,5.08300,8.9550e+02,0.026274,1.85,0.2095,89.96,349.0,3.49,4500.00,0.6460,0.7100
256,8150320,CONFIRMED,4.617490562,2.26180,5.7580e+02,0.023024,1.62,0.0480,86.99,728.0,66.47,4500.00,0.6460,0.7100
257,8150320,CONFIRMED,10.198492550,2.42830,6.3410e+02,0.024778,1.75,0.0814,88.27,559.0,23.11,4500.00,0.6460,0.7100
258,8180063,FALSE POSITIVE,5.795063956,3.24960,1.6929e+03,0.047975,4.33,0.0613,81.10,950.0,192.74,5865.00,0.8270,0.9140
259,8226994,CONFIRMED,7.156815520,2.58820,8.6700e+02,0.026979,2.47,0.0675,88.68,782.0,88.23,5029.00,0.8380,0.7980
260,8226994,CONFIRMED,17.648308510,2.08730,7.6330e+02,0.026581,2.43,0.1232,89.27,579.0,26.49,5029.00,0.8380,0.7980
261,8226994,CONFIRMED,4.148107190,2.53500,1.7520e+02,0.011755,1.08,0.0469,89.58,938.0,182.76,5029.00,0.8380,0.7980
262,8247638,CONFIRMED,16.514109890,4.15750,9.7350e+02,0.028718,2.72,0.1199,89.22,655.0,43.57,5527.00,0.8660,0.8410
263,8247638,CONFIRMED,30.132929800,5.17200,1.0158e+03,0.033220,3.14,0.1790,88.21,536.0,19.55,5527.00,0.8660,0.8410
264,8247638,CONFIRMED,4.790908090,2.60300,2.5130e+02,0.014349,1.36,0.0525,89.55,990.0,227.24,5527.00,0.8660,0.8410
265,11086270,CONFIRMED,31.719810130,4.81900,3.6340e+02,0.017414,3.09,0.1975,89.86,743.0,71.97,5869.00,1.6260,1.0190
266,8247638,CONFIRMED,99.641596200,4.44800,9.5250e+02,0.027879,2.64,0.3973,89.99,360.0,3.97,5527.00,0.8660,0.8410
267,8255887,CONFIRMED,4.708326451,3.16114,7.9127e+03,0.080242,10.60,0.0539,89.71,1162.0,431.02,5560.00,1.2100,0.9400
268,8256049,FALSE POSITIVE,16.371986610,3.84490,4.1476e+03,8.358793,540.37,0.1052,74.37,438.0,8.71,4187.00,0.5920,0.5800
269,8414716,CONFIRMED,5.392026903,2.98040,1.1514e+03,0.030649,2.68,0.0583,88.67,850.0,123.33,5198.00,0.8010,0.9150
270,9140402,CANDIDATE,2.494170338,1.12210,8.6370e+02,0.026777,2.42,0.0351,89.69,1194.0,480.19,5569.00,0.8290,0.9280
271,9141746,CONFIRMED,6.491682808,4.30100,7.1633e+03,0.079893,9.66,0.0715,87.17,1062.0,301.54,6123.00,1.1070,1.1590
272,9159275,FALSE POSITIVE,3.044770796,10.01340,1.6950e+03,0.298444,24.54,0.0386,33.39,1076.0,317.36,5525.00,0.7530,0.8430
273,9166862,CONFIRMED,3.855603916,3.21790,1.6653e+04,0.119176,13.61,0.0505,87.96,1212.0,508.65,6033.00,1.0460,1.1530
274,9166870,FALSE POSITIVE,3.855599139,3.18300,1.0309e+03,0.033907,3.57,0.0493,80.68,1158.0,425.74,5936.00,0.9650,1.0750
275,11449844,CONFIRMED,38.478766290,5.04169,2.3530e+04,0.138123,13.26,0.2213,90.00,484.0,13.01,5510.00,0.8790,0.9730
276,8605074,FALSE POSITIVE,37.601661282,8.30604,5.9130e+04,0.227443,27.22,0.2190,89.42,606.0,31.86,6140.00,1.0960,0.9890
277,8628973,CONFIRMED,3.314947362,1.80070,1.3982e+03,0.038195,3.94,0.0433,85.11,1155.0,421.03,5609.00,0.9440,0.9830
278,8655354,FALSE POSITIVE,6.719690890,3.02310,9.6970e+02,0.046245,4.37,0.0654,80.64,952.0,194.18,5931.00,0.8660,0.8250
279,8672910,CONFIRMED,39.643155200,6.52920,1.5664e+04,0.111685,10.98,0.2150,89.93,472.0,11.74,5231.00,0.9000,0.8440
280,8686150,FALSE POSITIVE,51.425985780,16.94220,6.6068e+04,0.236829,29.66,0.2904,89.59,549.0,21.40,6257.00,1.1470,1.2330
281,8689031,CONFIRMED,21.804516110,3.40970,1.1449e+03,0.033653,2.60,0.1406,88.76,543.0,20.48,5481.00,0.7080,0.8060
282,8689373,CONFIRMED,10.281945930,3.43660,1.1107e+03,0.029849,2.53,0.0880,89.59,680.0,50.60,5196.00,0.7750,0.8690
283,8689373,CONFIRMED,18.119930390,4.23090,1.5069e+03,0.034825,2.95,0.1284,89.64,563.0,23.77,5196.00,0.7750,0.8690
284,8689373,CONFIRMED,3.784028670,1.90120,4.2610e+02,0.020134,1.70,0.0452,86.54,949.0,191.78,5196.00,0.7750,0.8690
285,8826878,CONFIRMED,5.154481420,3.22800,6.9750e+02,0.030415,2.94,0.0546,80.10,964.0,204.10,5431.00,0.8840,0.8160
286,5897826,FALSE POSITIVE,33.803643660,11.48130,1.3494e+04,0.105539,20.70,0.2160,89.95,745.0,72.71,5855.00,1.7960,1.1740
287,8883593,CONFIRMED,5.743469797,3.44120,1.2402e+03,0.032147,3.13,0.0625,90.00,982.0,219.95,5897.00,0.8910,0.9830
288,8951215,CANDIDATE,39.475909300,2.96800,1.0126e+03,0.036074,4.06,0.2338,88.80,577.0,26.13,6225.00,1.0310,1.0910
289,9016295,FALSE POSITIVE,19.974485239,4.23479,4.0293e+04,0.243941,26.56,0.1476,88.39,700.0,56.84,6108.00,0.9970,1.0720
290,9077124,CONFIRMED,3.166353562,3.31290,1.4734e+03,0.035047,3.82,0.0432,89.76,1273.0,621.92,6007.00,0.9980,1.0720
291,9097120,FALSE POSITIVE,23.899634407,3.81881,2.0953e+04,0.436512,44.04,0.1620,87.92,652.0,42.80,6192.00,0.9240,0.9910
292,9466668,CONFIRMED,3.388012244,2.68490,2.8010e+02,0.015454,2.11,0.0434,87.20,1315.0,705.93,5553.00,1.2500,0.9490
293,9466668,CONFIRMED,5.839097610,3.19150,2.7360e+02,0.015116,2.06,0.0624,88.54,1097.0,341.48,5553.00,1.2500,0.9490
294,9466668,CONFIRMED,1.620467654,2.18880,1.5960e+02,0.011493,1.57,0.0265,87.20,1681.0,1893.42,5553.00,1.2500,0.9490
295,9466668,CONFIRMED,10.681695100,3.60500,3.0780e+02,0.016847,2.30,0.0933,87.92,897.0,152.75,5553.00,1.2500,0.9490
296,9479273,CONFIRMED,6.104849417,4.69120,2.0903e+03,0.040920,3.18,0.0583,89.78,784.0,89.25,5085.00,0.7120,0.7100
297,8359498,CONFIRMED,3.578780566,2.91089,1.1382e+04,0.096067,10.43,0.0450,89.56,1145.0,406.60,5524.00,0.9940,0.9500
298,9171801,FALSE POSITIVE,3.187067566,3.11900,1.0374e+03,0.269659,23.88,0.0403,62.34,1079.0,319.76,5450.00,0.8110,0.8570
299,9334289,CONFIRMED,5.826657508,2.91830,1.5391e+03,0.035356,4.09,0.0622,89.88,1013.0,248.57,5561.00,1.0600,0.9430
300,9334289,CONFIRMED,12.412163470,3.73900,6.1130e+02,0.022270,2.58,0.1030,89.95,787.0,90.65,5561.00,1.0600,0.9430
301,9334289,CONFIRMED,18.746490110,3.89500,7.9680e+02,0.026327,3.05,0.1355,89.11,686.0,52.38,5561.00,1.0600,0.9430
302,9347899,CONFIRMED,20.860212290,5.19370,1.9105e+03,0.040067,5.50,0.1462,89.88,781.0,87.76,6035.00,1.2570,0.9580
303,9347899,CONFIRMED,42.634278480,6.19980,1.7193e+03,0.038058,5.22,0.2355,89.85,615.0,33.82,6035.00,1.2570,0.9580
304,9347899,CONFIRMED,87.647606800,8.87100,1.0096e+03,0.029163,4.00,0.3807,89.89,484.0,12.94,6035.00,1.2570,0.9580
305,9347899,CANDIDATE,9.617314260,3.86920,2.3400e+02,0.014160,1.94,0.0873,88.96,1010.0,246.13,6035.00,1.2570,0.9580
306,9388479,CONFIRMED,9.467821474,2.43270,2.2370e+03,0.042684,2.13,0.0691,89.85,407.0,6.47,3582.00,0.4580,0.4910
307,9388479,CONFIRMED,0.893040969,1.09810,7.4170e+02,0.024717,1.24,0.0143,89.92,893.0,151.14,3582.00,0.4580,0.4910
308,11359879,CONFIRMED,4.942783419,3.25346,1.1145e+04,0.099444,10.62,0.0569,87.04,1008.0,244.42,5514.00,0.9780,1.0030
309,9406990,CONFIRMED,20.834267310,4.04540,9.8840e+02,0.028495,2.74,0.1483,89.63,595.0,29.62,5537.00,0.8800,0.9990
310,9415172,CONFIRMED,9.946023570,3.38620,9.9450e+02,0.028229,3.12,0.0864,89.91,807.0,100.34,5344.00,1.0130,0.8670
311,9415172,CONFIRMED,1.045621950,1.89550,2.1300e+02,0.013092,1.45,0.0192,89.51,1710.0,2031.84,5344.00,1.0130,0.8670
312,9415172,CONFIRMED,5.714623960,2.33600,2.9780e+02,0.016046,1.78,0.0597,88.25,971.0,210.16,5344.00,1.0130,0.8670
313,9904059,FALSE POSITIVE,102.964195200,15.73500,1.8967e+03,0.050162,39.00,0.5554,87.90,797.0,95.40,5047.00,7.1190,2.1500
314,3231341,CONFIRMED,8.145159810,5.07300,4.4680e+02,0.025296,3.43,0.0760,77.26,1050.0,287.91,5896.00,1.2400,0.8840
315,3231341,CONFIRMED,18.998527900,4.52900,4.3070e+02,0.318792,43.17,0.1337,79.72,792.0,93.03,5896.00,1.2400,0.8840
316,3231341,CONFIRMED,4.244390490,3.28200,1.7400e+02,0.015253,2.07,0.0492,75.07,1305.0,686.99,5896.00,1.2400,0.8840
317,2860866,CANDIDATE,90.124050700,11.64900,3.0203e+03,0.053684,7.12,0.4270,89.14,485.0,13.09,6520.00,1.2150,1.2790
318,7626506,CONFIRMED,28.574269200,4.94270,8.2490e+02,0.026109,2.32,0.1681,89.91,538.0,19.83,5551.00,0.8120,0.7760
319,10460629,CANDIDATE,856.672115000,23.14400,8.5810e+02,0.027062,3.87,1.8045,89.95,242.0,0.81,6449.00,1.3090,1.0630
320,10319385,CANDIDATE,0.689210173,1.61690,1.9500e+02,0.012649,1.32,0.0156,87.33,1943.0,3362.71,5630.00,0.9540,1.0640
321,10482160,CONFIRMED,7.343739640,1.17840,5.7440e+02,0.022075,1.84,0.0697,89.78,839.0,117.50,5757.00,0.7620,0.8650
322,10485069,FALSE POSITIVE,0.445277068,3.53900,1.8670e+02,0.307625,35.74,0.0120,8.59,2562.0,10177.11,6167.00,1.0640,1.1490
323,3233043,FALSE POSITIVE,0.379463865,0.86896,1.9733e+03,0.305894,59.56,0.0099,46.60,3000.0,19256.81,5075.00,1.7830,0.9050
324,6579806,FALSE POSITIVE,9.880479780,2.78458,1.8541e+04,0.235723,23.60,0.0901,86.91,860.0,129.45,6113.00,0.9170,0.9970
325,3560301,FALSE POSITIVE,4.648415600,38.19390,1.2840e+02,0.013299,5.06,0.0647,19.59,2259.0,6152.88,6980.00,3.4820,1.6710
326,4044005,FALSE POSITIVE,17.512014768,1.82480,4.5117e+03,0.110483,13.66,0.1320,88.43,804.0,98.77,6224.00,1.1320,0.9980
327,11502218,CANDIDATE,3.988602100,1.73760,6.7350e+02,0.023067,34.39,0.0622,89.81,3145.0,23135.72,4813.00,13.6520,2.0160
328,11180361,CANDIDATE,0.533059312,1.86210,1.4958e+03,0.301918,133.56,0.0167,29.64,5862.0,277887.70,8523.00,4.0510,2.1660
329,5802246,FALSE POSITIVE,0.525154153,2.14410,7.4750e+02,0.255581,23.61,0.0119,23.56,2073.0,4391.51,5582.00,0.8460,0.8190
330,6066403,FALSE POSITIVE,1.303861044,4.05410,5.9820e+02,0.282709,27.85,0.0224,26.70,1610.0,1595.19,5758.00,0.9020,0.8870
331,6209637,FALSE POSITIVE,0.734524960,6.70000,,,,,,,,,,
332,5988031,FALSE POSITIVE,2.555491760,9.08300,1.1380e+02,0.237273,23.35,0.0360,15.02,1312.0,701.68,5948.00,0.9010,0.9540
333,7684873,FALSE POSITIVE,2.947376671,2.09110,4.3320e+02,1.654364,403.59,0.0492,47.65,2404.0,7903.84,8090.00,2.2340,1.8280
334,8559644,CONFIRMED,224.778935500,11.18990,3.4875e+03,0.056891,7.67,0.7456,89.71,333.0,2.92,5873.00,1.2350,1.0920
335,2851100,FALSE POSITIVE,0.890110752,0.87740,3.2150e+02,0.016162,1.25,0.0167,88.40,1372.0,838.42,4768.00,0.7110,0.8150
336,3130300,FALSE POSITIVE,5.765733960,2.92400,2.4800e+02,0.015428,7.47,0.0745,86.31,1964.0,3518.78,5772.00,4.4340,1.6570
337,3240158,CONFIRMED,7.426081230,3.63790,4.4330e+02,0.019228,2.47,0.0778,89.65,1037.0,273.78,6049.00,1.1760,1.1400
338,3240158,CONFIRMED,15.986893200,4.15800,1.7850e+02,0.012587,1.62,0.1297,88.79,803.0,98.51,6049.00,1.1760,1.1400
339,3228959,FALSE POSITIVE,0.730945890,4.32000,2.5020e+02,0.184858,17.12,0.0155,13.27,1922.0,3248.17,5901.00,0.8480,0.9380
340,3218908,CONFIRMED,18.925372460,3.98350,6.4090e+02,0.026104,13.92,0.1694,88.00,1171.0,443.58,4941.00,4.8850,1.8080
341,10341913,FALSE POSITIVE,0.933749106,4.25600,1.8620e+02,0.013481,3.22,0.0201,59.29,2863.0,15822.49,6215.00,2.1880,1.2330
342,10480921,FALSE POSITIVE,2.037440623,3.44200,1.1860e+02,0.010693,1.19,0.0312,77.61,1572.0,1448.05,6253.00,1.0150,0.9750
343,10287723,CANDIDATE,129995.778400000,9.40800,1.4749e+03,0.037707,2.99,44.9892,89.95,25.0,0.00,4500.00,0.7260,0.7170
344,10350571,CONFIRMED,31.592580900,13.56600,1.4510e+02,0.010989,1.78,0.1967,89.06,688.0,53.09,5676.00,1.4870,1.0160
345,10350571,CONFIRMED,17.157236000,11.28400,1.1040e+02,0.009558,1.55,0.1309,88.81,844.0,119.87,5676.00,1.4870,1.0160
346,3749365,CONFIRMED,1.973760850,1.82542,3.0222e+04,0.159864,8.78,0.0250,87.90,753.0,76.10,3807.00,0.5030,0.5340
347,11013201,CANDIDATE,13.118962443,4.30450,3.7220e+02,0.017826,8.25,0.1376,89.90,1768.0,2310.43,7221.00,4.2400,2.0180
348,11673674,FALSE POSITIVE,4.618767792,5.99570,4.3991e+03,0.066285,7.48,0.0531,80.11,1170.0,442.78,6013.00,1.0330,0.9380
349,11013201,CANDIDATE,7.821873280,3.84170,4.2200e+01,0.006005,2.78,0.0975,89.98,2101.0,4601.71,7221.00,4.2400,2.0180
350,9414417,CANDIDATE,53.505761100,10.56160,1.9560e+02,0.013111,2.52,0.2934,89.25,675.0,49.16,6247.00,1.7620,1.1740
351,3632418,CONFIRMED,2.785821236,3.55990,6.8900e+01,0.008919,1.69,0.0408,72.39,1784.0,2388.98,6202.00,1.7330,1.1620
352,3441784,FALSE POSITIVE,52.569018670,6.75070,2.6900e+04,0.418905,78.54,0.3227,88.49,737.0,69.62,7240.00,1.7170,1.6200
